,DN,target,Name,x_centroid,y_centroid,area_m,perimeter,glaciersum,mean_elevation,median_elevation,std_elevation,min_elevation,max_elevation,range_elevation,variance_elevation,region,region_name,mean_slope,median_slope,std_slope,min_slope,max_slope,range_slope,variance_slope,glarea_percent,glacier,x_wgs,y_wgs,M,Rc,Cc,mean_annual_T,mean_jan_T,mean_july_T,mean_monsoon_T,mean_no_monsoon_T,count_zeros
39,31,0,FF,6556766.769,-507896.322,7982141.184,15551.974,0.0,2228.5550581063058,2228.0,401.45246422488935,1404.0,3190.0,1786.0,161164.08103223608,1,langtang,32.25540604261381,32.16130065917969,11.120538055570323,1.468946695327759,66.85006713867188,65.38112044334412,123.66636664538778,0.0,0,85.571,27.961,5045929.252393305,0.4147230999122268,1.5638570515013883,9.282227,1.788208,15.331116,13.40509,5.1428833,9.5
40,32,1,DF,6542032.183,-514040.256,229625.323,3639.824,0.0,5073.662251655629,5065.0,339.32859082101004,4534.0,5715.0,1181.0,115143.89254857245,1,langtang,42.605311160056,41.40237045288086,14.607426214552488,10.827372550964355,66.6545639038086,55.82719135284424,213.3769006135952,0.0,0,85.507,28.111,565926.1834663625,0.2178055167224411,2.1579517396246928,1.732666,-6.1365967,9.067535,6.2373047,-2.7906494,17.4375
41,33,1,DF,6540440.902,-520326.677,760.349,110.298,0.0,4252.9999682801335,4244.0,9.836131181679596,4238.0,4253.0,15.0,96.74947662320965,1,langtang,16.47852771217881,18.9488525390625,4.766093850933759,16.478513717651367,25.251813888549805,8.773300170898438,22.715650595908585,0.0,0,85.451,28.122,413.6163983693103,0.7853939797370945,1.1364030267008771,1.732666,-6.1365967,9.067535,6.2373047,-2.7906494,17.4375
42,34,1,DF,6541052.616,-519549.65,784679.911,5956.075,0.0,4787.345930232558,4819.5,166.93284027336128,4241.0,5100.0,859.0,27866.57316173156,1,langtang,30.17200282493303,29.773015022277832,12.32223727782599,1.468946695327759,61.73030853271485,60.261361837387085,151.83753153104445,0.0,0,85.459,28.117,760920.7563265646,0.2779598588768646,1.9102276386303323,1.732666,-6.1365967,9.067535,6.2373047,-2.7906494,17.4375
43,35,1,DF,6541084.846,-520035.585,168037.074,2261.103,0.0,4639.185520361991,4660.0,136.2494616812838,4302.0,4898.0,596.0,18563.915808439622,1,langtang,40.86314707751727,42.879302978515625,9.648306034625037,7.387320995330811,59.99498748779297,52.60766649246216,93.08980933778192,0.0,0,85.454,28.116,244314.25926045328,0.4130230431486306,1.567072266226798,1.732666,-6.1365967,9.067535,6.2373047,-2.7906494,17.4375
44,37,1,DF,6521869.202,-513281.216,160433.586,2591.996,0.0,3825.9715639810415,3797.0,163.93499216411308,3479.0,4160.0,681.0,26874.68165584782,1,langtang,43.98147249899769,44.63380813598633,9.33216467865325,13.015223503112791,61.43511962890625,48.41989612579346,87.08929758950332,0.0,0,85.5,28.323,272768.84037027764,0.300079619852523,1.8384757900897093,0.8370056,-7.679535,8.869293,5.6378784,-3.9840698,14.46875
45,38,1,DF,6541722.722,-489376.676,187806.141,2591.996,0.0,4756.882591093117,4787.0,180.65046209189435,4312.0,5055.0,743.0,32634.58945401496,1,langtang,47.285880421819954,50.42681121826172,11.880013846711188,3.776284456253052,67.4024887084961,63.62620425224304,141.13472899804958,0.0,0,85.722,28.134,321990.98175711225,0.3512780384853414,1.6992241281699023,1.1223755,-7.078644,8.7829895,5.828247,-3.603363,14.90625
46,1,1,DF,5503168.336,-1740160.11,2324772.522,8554.38,0.0,3748.476907959384,3750.0,498.8356943832636,2588.0,4748.0,2160.0,248837.0499908328,2,chitral,45.71859301725763,46.21508407592773,8.695506933514274,3.299763441085815,69.3712158203125,66.07145237922668,75.61184083079482,0.0,0,72.452,36.254,3293396.222540373,0.399220883020702,1.5939310846815813,-4.977478,-19.147202,11.12619,3.783844,-13.775269,9.25
47,2,1,DF,5504076.465,-1746328.29,2028560.104,8388.811,0.0,3928.107357357357,3940.0,331.87343440291505,3086.0,4897.0,1811.0,110139.97646238597,2,chitral,42.441037414310216,43.00894165039063,11.587893059186156,4.096706390380859,70.62828826904297,66.53158187866211,134.27926555113467,0.0,0,72.397,36.226,2579362.551649338,0.362240432936062,1.673314997799064,-7.7651978,-21.442642,7.619629,0.69311523,-16.258698,6.1875
50,3,1,DF,5504579.007,-1747784.41,27170507.53,29195.27,1523698.96,3978.800190615014,3887.0,893.078318162835,2296.0,6481.0,4185.0,797588.882372558,2,chitral,43.133921747964656,43.56868743896485,13.499935709299828,0.734052360057831,81.36784362792969,80.63379126787186,182.24826415522864,5.607914972944931,1,72.385,36.217,21814453.51698305,0.4005738761530949,1.5912369475252242,-7.7651978,-21.442642,7.619629,0.69311523,-16.258698,6.1875
51,3,1,DF,5501777.557,-1747003.5,711975.862,6346.798,0.0,3392.722994652406,3369.0,339.2544629739106,2704.0,4049.0,1345.0,115093.59064771648,2,chitral,38.41004215383275,37.841434478759766,8.661085133386763,14.64931583404541,62.60421752929688,47.954901695251465,75.0143956877732,0.0,0,72.384,36.246,1134893.0054214585,0.2221088081507529,2.1369446571488626,-7.7651978,-21.442642,7.619629,0.69311523,-16.258698,6.1875
52,4,1,DF,5503167.919,-1749106.44,302304.19,3311.373,0.0,3470.48362720403,3513.0,257.0932317908957,2823.0,3909.0,1086.0,66096.92983268721,2,chitral,51.03463229244242,52.8740119934082,10.411425813637823,5.328855991363525,69.85685729980469,64.52800130844116,108.397787472884,0.0,0,72.368,36.226,597106.6508331991,0.3464478128592586,1.711028540436072,-7.7651978,-21.442642,7.619629,0.69311523,-16.258698,6.1875
55,5,1,DF,5503611.239,-1748952.04,205597.308,2704.288,0.0,3514.185185185185,3506.5,277.74059800562344,2958.0,4002.0,1044.0,77139.83978052133,2,chitral,50.84682597407589,51.46160697937012,10.559089914155413,16.927284240722656,71.57856750488281,54.65128326416016,111.49437981521854,0.0,0,72.371,36.222,473379.2427771712,0.3532819150163481,1.6943981274074595,-7.7651978,-21.442642,7.619629,0.69311523,-16.258698,6.1875
56,7,0,FF,5501865.973,-1753338.92,23434155.74,29019.0,924899.308,3767.546009877826,3760.0,721.8796800801857,2209.0,6117.0,3908.0,521110.2725126713,2,chitral,38.755278304598846,39.23607635498047,11.92194723288788,0.519067645072937,73.22335815429688,72.70429050922394,142.13282582376294,3.946800210179025,1,72.324,36.226,18918173.799538456,0.3496989198721084,1.7030563591706742,-6.3074036,-20.041702,9.332397,2.2355347,-14.884796,6.0625
59,8,0,FF,5497757.573,-1738756.52,18526601.85,24835.296,0.0,3538.137155774764,3519.0,563.1986635462431,2399.0,4845.0,2446.0,317192.7346202744,2,chitral,39.21725799811509,39.95670700073242,10.29779191662219,0.519067645072937,74.68385314941406,74.16478550434113,106.0445183580493,0.0,0,72.45,36.31,10528205.100300554,0.3774565371668929,1.6392405552065965,-4.1061707,-18.185745,12.097321,4.668518,-12.91629,10.9375
60,9,0,FF,5503777.757,-1743818.95,17913617.28,24338.59,418370.895,3847.299298618491,3826.0,709.6507106768988,2377.0,5640.0,3263.0,503604.1311642276,2,chitral,40.41121692134521,41.1072998046875,11.996987213878764,1.101003170013428,74.170654296875,73.06965112686157,143.9277022099705,2.3354908640763368,1,72.42,36.237,13810478.289381592,0.3800163881063496,1.6337101332358923,-7.7651978,-21.442642,7.619629,0.69311523,-16.258698,6.1875
61,10,0,FF,5505632.564,-1730097.82,12469095.98,21247.975,135977.982,3859.9115114503816,3843.0,669.6145944390746,2450.0,5346.0,2896.0,448383.7050858064,2,chitral,38.74188852104886,38.81501388549805,8.72590652928525,1.038050174713135,68.51619720458984,67.47814702987671,76.14144475782297,1.09051997208221,1,72.555,36.26,10226241.42442372,0.3470641364036108,1.709508625740777,-6.1422424,-20.359924,9.750244,2.5706482,-14.891754,5.8125
62,11,1,DF,5503119.888,-1725676.56,3232446.562,9713.36,0.0,3603.4789163722025,3579.0,422.6471164091336,2679.0,4611.0,1932.0,178630.58500895576,2,chitral,39.30884315942286,39.54648208618164,8.498861817887155,4.925929546356201,65.23771667480469,60.311787128448486,72.23065219954017,0.0,0,72.59,36.298,3473543.956255439,0.4305288389593583,1.534882172206469,-6.1422424,-20.359924,9.750244,2.5706482,-14.891754,5.8125
63,12,0,FF/Mixed?,5501322.406,-1728506.56,761.472,110.379,0.0,2450.0,2450.0,0.0,2450.0,2450.0,0.0,0.0,2,chitral,5.48884105682373,5.48884105682373,0.0,5.48884105682373,5.48884105682373,0.0,0.0,0.0,0,72.557,36.307,0.0,0.7853999915308497,1.1363986774305903,-6.1422424,-20.359924,9.750244,2.5706482,-14.891754,5.8125
64,13,0,FF,5504162.285,-1723252.98,14022744.99,20104.07,0.0,4047.50075971348,4209.0,578.6790517378319,2523.0,5023.0,2500.0,334869.44492019626,2,chitral,37.26631501554757,38.78170776367188,11.40509956973731,0.367041260004044,67.10320281982422,66.73616155982018,130.07629619562215,0.0,0,72.616,36.295,9361738.9510443,0.4359883902586581,1.5252418158815668,-6.1422424,-20.359924,9.750244,2.5706482,-14.891754,5.8125
65,14,0,FF,5496139.713,-1729123.6,18952264.42,24945.675,0.0,3690.77773313512,3678.0,590.7866760835585,2415.0,5145.0,2730.0,349028.89663785946,2,chitral,38.86696264122493,39.01251220703125,9.003882769847536,1.467863917350769,70.23833465576172,68.77047073841095,81.06990493315735,0.0,0,72.536,36.355,11884836.199789124,0.3827193771321753,1.6279308006464817,-4.171997,-18.53186,12.138672,4.7078857,-13.08844,10.5
66,15,0,FF,5499749.503,-1729472.37,761.472,110.379,0.0,2448.0,2448.0,0.0,2448.0,2448.0,0.0,0.0,2,chitral,5.098860263824463,5.098860263824463,0.0,5.098860263824463,5.098860263824463,0.0,0.0,0.0,0,72.544,36.319,0.0,0.7853999915308497,1.1363986774305903,-4.977478,-19.147202,11.12619,3.783844,-13.775269,9.25
67,17,0,FF,5494077.35,-1725743.21,14299673.49,21027.217,0.0,3781.180307790617,3785.0,535.574056128411,2498.0,5121.0,2623.0,286839.5695978384,2,chitral,41.713514299106784,41.9811897277832,8.834129510163027,2.201193809509277,71.11219787597656,68.91100406646729,78.04184420233324,0.0,0,72.562,36.385,9918850.65262504,0.4064174924135015,1.5797558408761985,-5.1996155,-19.73471,11.06015,3.6975708,-14.134186,7.625
68,18,1,DF,5494920.418,-1722187.35,761.472,110.379,0.0,2505.0,2505.0,0.0,2505.0,2505.0,0.0,0.0,2,chitral,17.067975997924805,17.067975997924805,0.0,17.067975997924805,17.067975997924805,0.0,0.0,0.0,0,72.598,36.388,0.0,0.7853999915308497,1.1363986774305903,-5.1996155,-19.73471,11.06015,3.6975708,-14.134186,7.625
69,19,1,DF,5494094.06,-1722224.97,169808.147,3090.615,0.0,3098.013452914798,3103.0,209.7580173151618,2665.0,3493.0,828.0,43998.42582798772,2,chitral,38.121493309602606,38.328426361083984,7.676607700372449,11.025152206420898,53.87161636352539,42.84646415710449,58.93030578541758,0.0,0,72.595,36.395,341200.4523045771,0.223397634781213,2.13077150540532,-5.1996155,-19.73471,11.06015,3.6975708,-14.134186,7.625
71,20,0,FF,5491783.343,-1722385.38,14414655.69,22351.766,0.0,3795.201003697834,3790.0,565.3518505845485,2479.0,5109.0,2630.0,319622.7149593737,2,chitral,42.10810774851589,42.11882209777832,9.203472734463263,0.820684254169464,75.32386779785156,74.5031835436821,84.70391037400873,0.0,0,72.587,36.417,9985225.683086036,0.3625688198089337,1.6725570463036772,-5.1996155,-19.73471,11.06015,3.6975708,-14.134186,7.625
72,21,1,DF,5504914.536,-1738653.39,4743967.511,15287.504,0.0,3971.330016051365,4073.5,520.7193523371254,2635.0,4985.0,2350.0,271148.64389839536,2,chitral,38.50494514636779,39.441144943237305,11.66060971972355,1.323168754577637,70.60391235351562,69.28074359893799,135.9698190357113,0.0,0,72.472,36.241,5118452.947863984,0.2550811714336965,1.9940542263457424,-7.0874023,-20.93187,8.514709,1.4682312,-15.679626,6.5625
73,22,1,DF,5506186.409,-1740015.94,7703807.272,15839.4,0.0,4046.96708510428,4107.0,589.8604486000979,2610.0,5185.0,2575.0,347935.3488227088,2,chitral,41.905520130870514,41.71017837524414,10.361723916440368,0.367041260004044,73.87748718261719,73.51044592261314,107.3653225205323,0.0,0,72.463,36.225,7147101.307026857,0.3858671617757681,1.621277125889837,-7.0874023,-20.93187,8.514709,1.4682312,-15.679626,6.5625
75,23,0,FF,5508016.54,-1742411.58,10534196.87,23069.23,59207.447,4339.879788925835,4419.0,625.3178733701602,2796.0,5692.0,2896.0,391022.4427561797,2,chitral,44.73629552363764,46.23934173583984,13.134839398765893,0.519067645072937,78.02901458740234,77.5099469423294,172.52400603137272,0.562049938221821,1,72.446,36.2,9399381.408181388,0.2487396944781841,2.019312889591566,-7.7651978,-21.442642,7.619629,0.69311523,-16.258698,6.1875
76,24,0,FF,5511005.612,-1734853.85,11020015.7,19261.152,562894.1,4199.235143725816,4276.0,690.7028104480446,2690.0,5363.0,2673.0,477070.3723608274,2,chitral,42.54558416540416,42.98634719848633,10.172154440982972,1.870910882949829,71.07597351074219,69.20506262779236,103.4727259712096,5.107924664753427,1,72.526,36.194,8873400.12370598,0.373273844944901,1.648399164026953,-7.0874023,-20.93187,8.514709,1.4682312,-15.679626,6.5625
77,25,1,DF,5511008.171,-1740896.61,761.472,110.379,0.0,2810.0,2810.0,0.0,2810.0,2810.0,0.0,0.0,2,chitral,27.63935852050781,27.63935852050781,0.0,27.63935852050781,27.63935852050781,0.0,0.0,0.0,0,72.469,36.176,0.0,0.7853999915308497,1.1363986774305903,-7.0874023,-20.93187,8.514709,1.4682312,-15.679626,6.5625
79,26,1,DF,5510621.844,-1740813.83,761.472,110.379,0.0,2892.0,2892.0,0.0,2892.0,2892.0,0.0,0.0,2,chitral,32.44794845581055,32.44794845581055,0.0,32.44794845581055,32.44794845581055,0.0,0.0,0.0,0,72.469,36.18,0.0,0.7853999915308497,1.1363986774305903,-7.0874023,-20.93187,8.514709,1.4682312,-15.679626,6.5625
81,27,1,DF,5513357.551,-1744499.47,2697893.562,10044.497,0.0,4108.359300028224,4067.0,540.5107717057678,2976.0,5261.0,2285.0,292151.89432996453,2,chitral,42.73910645083657,42.56184387207031,10.044438629377584,0.820684254169464,71.0836410522461,70.26295679807663,100.89074737933264,0.0,0,72.442,36.142,3753173.2325131823,0.3360301834269294,1.7373488104033572,-9.346008,-22.864777,5.737671,-0.9909363,-17.734695,6.375
82,28,0,FF,5509711.198,-1744231.99,10483903.37,20447.852,1790110.836,4631.546801249002,4735.0,663.2196307400593,2790.0,6146.0,3356.0,439860.2785989806,2,chitral,40.38850452832888,42.29061126708984,15.129032307026186,0.0,71.84456634521484,71.84456634521484,228.88761854704208,17.07485058592256,1,72.434,36.178,10866344.18311054,0.3150920800958281,1.79414451661133,-7.7651978,-21.442642,7.619629,0.69311523,-16.258698,6.1875
83,29,1,DF,5512386.862,-1744090.64,1865605.201,8278.432,0.0,4147.467346938775,4070.5,521.5213936511316,3108.0,5301.0,2193.0,271984.5640358185,2,chitral,43.64817928684001,43.75501251220703,9.18802980259473,4.272521495819092,70.04145812988281,65.76893663406372,84.41989165336896,0.0,0,72.443,36.153,2995356.397376454,0.3420845312768485,1.7219060327642817,-7.7651978,-21.442642,7.619629,0.69311523,-16.258698,6.1875
84,31,0,FF,5515429.463,-1736329.73,19263640.17,28177.591,0.0,4297.944688253667,4432.0,579.1164034853313,2870.0,5360.0,2490.0,335375.80878578505,2,chitral,33.338568886809234,34.879051208496094,11.958736190963206,1.101003170013428,74.66728973388672,73.56628656387329,143.01137128505317,0.0,0,72.525,36.147,10928700.536569616,0.3048881178865262,1.823920548011992,-6.664337,-20.410034,8.95401,1.8844604,-15.248932,6.8125
85,32,1,DF,5519715.793,-1741639.46,4485067.197,13024.733,0.0,3822.939898132428,3856.0,446.81615327312784,2850.0,4595.0,1745.0,199644.6748257953,2,chitral,36.72333310642652,37.10345458984375,9.64611993299002,0.367041260004044,66.13163757324219,65.76459631323814,93.04762976162738,0.0,0,72.488,36.09,3695557.027234856,0.3322317698055206,1.7472521594071853,-6.664337,-20.410034,8.95401,1.8844604,-15.248932,6.8125
86,33,1,DF,5520358.681,-1743008.82,1464309.715,7009.072,0.0,3889.631825273011,3904.0,319.1558021873256,3152.0,4441.0,1289.0,101860.42606983532,2,chitral,40.34392384867834,40.108497619628906,9.351251683835391,4.589237213134766,67.12384033203125,62.53460311889648,87.44590805443424,0.0,0,72.477,36.079,1559801.6995684148,0.3745603181479929,1.6455659149255972,-6.664337,-20.410034,8.95401,1.8844604,-15.248932,6.8125
87,34,1,DF,5522676.049,-1749556.25,2408534.388,9823.739,195548.825,4428.906417957635,4383.0,373.0141993093698,3513.0,5303.0,1790.0,139139.5928864103,2,chitral,38.74432826645194,40.7825927734375,14.412832520001684,1.834604024887085,76.4380874633789,74.60348343849182,207.7297412496181,8.11899659702928,1,72.422,36.037,2777982.187234252,0.3136238518500582,1.7983392515179346,-8.19754,-21.465164,6.6567383,0.024291992,-16.45282,6.5625
88,35,1,DF,5522128.865,-1746498.35,761.472,110.379,0.0,3053.0,3053.0,0.0,3053.0,3053.0,0.0,0.0,2,chitral,17.37252426147461,17.37252426147461,0.0,17.37252426147461,17.37252426147461,0.0,0.0,0.0,0,72.449,36.052,0.0,0.7853999915308497,1.1363986774305903,-9.346008,-22.864777,5.737671,-0.9909363,-17.734695,6.375
89,37,0,FF,5502836.035,-1758287.45,61983444.0,44632.405,1038846.607,3943.274173535952,3929.0,762.0551227022102,2262.0,6294.0,4032.0,580728.0100366806,2,chitral,37.84013182413806,38.18870162963867,12.587334743747842,0.519067645072937,77.34690856933594,76.827840924263,158.44099595116154,1.6760065913730124,1,72.28,36.201,31743760.5949682,0.3910074109574776,1.6105850788970522,-6.3074036,-20.041702,9.332397,2.2355347,-14.884796,6.0625
90,38,1,DF,5524539.474,-1748452.36,1618888.431,7836.916,0.0,4172.217779868297,4150.0,491.51059901155423,3188.0,5141.0,1953.0,241582.6689406969,2,chitral,42.64435999514579,43.08959197998047,10.15124841717081,2.231526136398315,70.43280792236328,68.20128178596497,103.04784442711288,0.0,0,72.438,36.022,2484910.224437913,0.3312351369565173,1.7498787844178092,-8.19754,-21.465164,6.6567383,0.024291992,-16.45282,6.5625
91,39,1,DF,5524535.755,-1749228.12,926710.828,7671.347,0.0,4452.350862777322,4559.0,547.7068750894125,3243.0,5298.0,2055.0,299982.8210202093,2,chitral,42.037129254251006,42.49711227416992,8.461283183331807,2.793126344680786,63.62483215332031,60.831705808639526,71.59331310853364,0.0,0,72.431,36.02,1978262.620183352,0.1978840753992122,2.263970391116928,-8.19754,-21.465164,6.6567383,0.024291992,-16.45282,6.5625
92,40,1,DF,5525429.314,-1751382.83,3787559.293,10817.151,3875.834,4482.840570969039,4526.5,457.1037066876928,3360.0,5308.0,1948.0,208943.79866762823,2,chitral,43.67677416449624,44.37889289855957,9.25864579530744,1.834604024887085,69.66912841796875,67.83452439308167,85.72252196296411,0.1023306488472179,1,72.413,36.005,3791129.9633993385,0.4067649464517863,1.5790809919053708,-8.19754,-21.465164,6.6567383,0.024291992,-16.45282,6.5625
93,41,1,DF,5529910.411,-1748145.94,5835156.185,16225.727,107308.791,4511.634607855931,4596.0,405.2170517762557,3264.0,5252.0,1988.0,164200.85905024072,2,chitral,36.89211637905648,38.44150161743164,13.427427750886604,0.519067645072937,68.53633880615234,68.0172711610794,180.2958160052797,1.8390046058381555,1,72.457,35.972,4802226.307204883,0.2785184821304237,1.9083110096586755,-5.747864,-19.161926,9.480499,2.6044312,-14.13559,8.5625
94,51,0,FF,5536289.188,-1751065.21,95772235.66,95171.959,16133513.24,4515.97205793507,4574.0,475.46271051820514,3164.0,5875.0,2711.0,226064.7890933185,2,chitral,31.41728651861424,31.603656768798828,15.444679298488245,0.0,76.23531341552734,76.23531341552734,238.53811863315133,16.845710167271665,1,72.448,35.901,26530737.969384093,0.1328713880313799,2.762869866785789,-8.450653,-21.307266,5.8575134,-0.47906494,-16.45465,7.5
95,43,1,DF,5529720.609,-1749735.37,2186184.707,10210.066,0.0,4281.843608498781,4348.0,445.0562450141879,3271.0,5243.0,1972.0,198075.06122612883,2,chitral,39.38747057770238,40.12236785888672,10.695854147917178,3.773507118225098,64.8942642211914,61.12075710296631,114.4012959535171,0.0,0,72.441,35.968,2915750.3510462423,0.263535798054686,1.961807349566356,-8.19754,-21.465164,6.6567383,0.024291992,-16.45282,6.5625
96,44,1,DF,5531723.289,-1749049.24,1441465.569,8388.811,0.0,4661.335446381405,4719.0,348.1591814559696,3641.0,5243.0,1602.0,121214.81563209071,2,chitral,42.78111821409892,43.139442443847656,9.861095433693675,4.632687091827393,70.95726013183594,66.32457304000854,97.24120315241426,0.0,0,72.454,35.951,1923378.0185246672,0.2574028300898631,1.9850411171376472,-5.747864,-19.161926,9.480499,2.6044312,-14.13559,8.5625
97,45,1,DF,5534859.814,-1749074.0,2727687.059,10002.161,44520.186,4649.280290340592,4675.0,242.449450537682,3913.0,5223.0,1310.0,58781.73606602391,2,chitral,32.6495923077774,33.85367012023926,16.021663242995135,0.820684254169464,75.73883056640625,74.91814631223679,256.69369307194137,1.632158859760166,1,72.463,35.921,2163558.125392036,0.3426231673007153,1.7205520008187818,-7.6400757,-20.39,6.617279,0.2883911,-15.601807,7.9375
99,46,1,DF,5533953.828,-1749793.48,592424.835,5243.007,0.0,4407.498714652957,4436.0,260.156637853866,3796.0,4920.0,1124.0,67681.4762194276,2,chitral,39.71754625094887,39.36594581604004,8.650720936703753,10.19451904296875,62.546234130859375,52.35171508789063,74.83497272472466,0.0,0,72.453,35.927,865133.1217465668,0.2708209425123615,1.9352409408609537,-7.6400757,-20.39,6.617279,0.2883911,-15.601807,7.9375
100,47,1,DF,5533642.23,-1748549.9,2629361.126,12417.648,0.0,4710.635099913119,4744.0,299.1399169290934,3761.0,5352.0,1591.0,89484.68990034488,2,chitral,32.90033763814518,32.9498291015625,13.19307217442914,1.641031980514526,70.56416320800781,68.92313122749329,174.05715339969646,0.0,0,72.464,35.934,2579855.007627833,0.2142798886955521,2.17563210882528,-7.6400757,-20.39,6.617279,0.2883911,-15.601807,7.9375
101,48,1,DF,5532510.821,-1753566.38,2765664.526,10651.582,262140.576,4670.887940528634,4701.0,384.5558365991841,3693.0,5638.0,1945.0,147883.1914624984,2,chitral,37.44969854277399,38.39736747741699,12.66178244864448,1.513018846511841,68.9970474243164,67.48402857780457,160.32073477680134,9.478393837561194,1,72.414,35.93,3234590.861835721,0.306324076635382,1.819640520012676,-8.450653,-21.307266,5.8575134,-0.47906494,-16.45465,7.5
102,49,1,DF,5532879.234,-1748593.88,2215120.624,12528.027,0.0,4651.275008594019,4694.0,365.3923521151338,3671.0,5354.0,1683.0,133511.5709842299,2,chitral,36.06929355784969,37.540340423583984,14.579122939920374,0.367041260004044,67.59835815429688,67.23131689429283,212.5508256973125,0.0,0,72.462,35.942,2504856.2436102265,0.1773543656475691,2.3914165148074704,-7.6400757,-20.39,6.617279,0.2883911,-15.601807,7.9375
103,50,1,DF,5535251.167,-1754958.21,8329878.465,18644.207,1684266.649,4904.995155835847,4946.0,322.10647406787274,3787.0,5604.0,1817.0,103752.58063643718,2,chitral,30.32065956235019,29.59124183654785,15.594705959492972,0.367041260004044,69.24346923828125,68.8764279782772,243.1948539630456,20.219582507438183,1,72.409,35.899,5244139.788710289,0.3011346267044772,1.8352524703722373,-8.450653,-21.307266,5.8575134,-0.47906494,-16.45465,7.5
104,51,1,DF,5536269.251,-1748218.04,3691613.883,13245.491,586472.793,4868.419141914192,4878.5,353.80778350665355,3922.0,5722.0,1800.0,125179.94766989104,2,chitral,32.97596733407932,31.80410385131836,15.665388679334871,0.367041260004044,71.33290100097656,70.96585974097252,245.4044024746332,15.886623346518604,1,72.475,35.91,3458443.14409244,0.2644173879961028,1.9585342032151545,-7.6400757,-20.39,6.617279,0.2883911,-15.601807,7.9375
105,52,1,DF,5526092.463,-1755963.48,3360373.776,12528.027,1602.351,4686.63992748697,4715.0,350.81989521281463,3523.0,5458.0,1935.0,123074.59887713024,2,chitral,39.37816703682877,40.26123046875,12.95624777092607,0.820684254169464,74.21896362304688,73.39827936887741,167.8643563016268,0.0476837133846267,1,72.372,35.984,3547110.866810284,0.2690494381768741,1.9416015989930584,-8.19754,-21.465164,6.6567383,0.024291992,-16.45282,6.5625
106,53,1,DF,5526507.373,-1759361.78,714260.277,5463.765,0.0,4767.313432835821,4788.5,359.36295781362446,3955.0,5504.0,1549.0,129141.73544855682,2,chitral,45.26409671555704,46.17509078979492,8.724421802321197,12.756793975830078,63.21889877319336,50.46210479736328,76.11553578481744,0.0,0,72.341,35.97,1309120.6296190117,0.300664628148751,1.836686342371869,-10.296326,-23.354675,4.1448975,-2.2386475,-18.387817,7.5625
107,54,0,FF,5529951.471,-1764763.52,5713795.383,12910.5,884955.083,4905.466151385927,4874.0,416.88478435634016,3798.0,5971.0,2173.0,173792.92342783223,2,chitral,39.3124991236473,42.60242462158203,15.948141526937258,0.367041260004044,75.8293228149414,75.46228155493736,254.34321816322063,15.48804295010226,1,72.301,35.92,5194240.668187585,0.4307729494181675,1.5344472169848564,-9.381989,-22.335815,4.9474792,-1.3702087,-17.426834,7.3125
108,55,1,DF,5531883.617,-1759743.84,1522.943,165.569,0.0,3880.5,3880.5,5.5,3875.0,3886.0,11.0,30.25,2,chitral,17.86838150024414,17.86838150024414,0.221330642700195,17.647050857543945,18.089712142944336,0.442661285400391,0.048987253398082,0.0,0,72.354,35.917,429.2739253670085,0.6981286508336764,1.205336852122176,-8.450653,-21.307266,5.8575134,-0.47906494,-16.45465,7.5
109,56,1,DF,5531763.611,-1770324.78,2972784.777,10375.635,209921.66,4898.176229508197,4867.0,396.8449568317992,3871.0,6223.0,2352.0,157485.91976283252,2,chitral,40.050305603407935,41.08701515197754,14.593680067626416,2.231526136398315,80.05328369140625,77.82175755500793,212.9754979162365,7.061448296699214,1,72.254,35.886,4055263.2465754193,0.347011574982201,1.7096380894352037,-9.381989,-22.335815,4.9474792,-1.3702087,-17.426834,7.3125
110,57,0,FF,5531510.887,-1772610.77,9194401.53,15544.855,1099186.913,4990.4949461474735,5000.0,336.0222473588737,3876.0,6147.0,2271.0,112910.95072010811,2,chitral,32.20687735586395,31.789718627929688,15.941918733644403,0.0,72.47787475585938,72.47787475585938,254.1447729101224,11.954958780226342,1,72.232,35.881,6886187.872929747,0.4781453969752569,1.4564519995478231,-7.9703064,-21.243912,6.753723,0.23468018,-16.209686,7.125
111,58,1,DF,5533138.577,-1773397.98,1187134.085,6567.556,0.0,4740.398973701091,4728.0,330.917479659264,3914.0,5568.0,1654.0,109506.3783440394,2,chitral,40.69693751821463,40.54953384399414,9.220360569955425,11.186628341674805,65.25700378417969,54.07037544250488,85.01504903998871,0.0,0,72.229,35.863,1802126.996213047,0.3458613795665535,1.712478513147783,-7.9703064,-21.243912,6.753723,0.23468018,-16.209686,7.125
113,59,0,FF,5535649.982,-1771663.88,979252.363,6291.608,0.0,4456.769051321929,4472.0,213.7860560628481,3863.0,4977.0,1114.0,45704.47776690724,2,chitral,28.351485778347328,26.75436305999756,11.898064661859816,2.644927740097046,64.15798950195312,61.51306176185608,141.56394269779733,0.0,0,72.253,35.844,1102382.9940059616,0.3108716943654404,1.8062820894064264,-9.181854,-21.882767,4.654114,-1.3687744,-17.026917,8.5
114,60,0,FF,5534104.996,-1770285.04,761.472,110.379,0.0,3883.0,3883.0,0.0,3883.0,3883.0,0.0,0.0,2,chitral,17.095943450927734,17.095943450927734,0.0,17.095943450927734,17.095943450927734,0.0,0.0,0.0,0,72.261,35.863,0.0,0.7853999915308497,1.1363986774305903,-9.381989,-22.335815,4.9474792,-1.3702087,-17.426834,7.3125
