,DN,target,Name,x_centroid,y_centroid,area_m,perimeter,glaciersum,mean_elevation,median_elevation,std_elevation,min_elevation,max_elevation,range_elevation,variance_elevation,region,region_name,mean_slope,median_slope,std_slope,min_slope,max_slope,range_slope,variance_slope,glarea_percent,glacier,x_wgs,y_wgs,M,Rc,Cc,mean_annual_T,mean_jan_T,mean_july_T,mean_monsoon_T,mean_no_monsoon_T,count_zeros
515,135,1,DF,5772477.408,-1271353.83,902913.689,5683.92,0.0,5340.75126475548,5372.5,276.0960308152916,4600.0,5845.0,1245.0,76229.01823195843,4,karakorum,43.36133884418674,42.99913787841797,10.847866867658457,7.337936878204346,74.23920440673828,66.90126752853394,117.67621557844204,0.0,0,77.579,34.844,1183021.044103707,0.3512045938922841,1.6994017914221993,-13.126129,-26.113617,0.6942444,-4.984009,-21.301834,8.5625
517,136,1,DF,5772440.19,-1270605.24,706495.703,5463.186,0.0,5359.3426724137935,5375.5,289.24832918737104,4606.0,5880.0,1274.0,83664.59593768575,4,karakorum,40.38878788105373,39.84881591796875,8.040537635130255,8.3904390335083,64.41792297363281,56.02748394012451,64.65024546194604,0.0,0,77.586,34.846,1070839.026017649,0.2974592065843702,1.846555894611007,-13.126129,-26.113617,0.6942444,-4.984009,-21.301834,8.5625
518,137,1,DF,5772475.656,-1269964.47,645590.901,4966.532,0.0,5339.7240566037735,5379.0,267.5019736949876,4646.0,5822.0,1176.0,71557.30593071382,4,karakorum,38.21354502776884,37.8117790222168,5.95252963107845,10.97382926940918,54.8936653137207,43.91983604431152,35.43260900886695,0.0,0,77.592,34.847,944900.3767071828,0.3288976638714024,1.7560859626637786,-13.126129,-26.113617,0.6942444,-4.984009,-21.301834,8.5625
519,140,1,DF,5775040.059,-1270206.89,316704.97,3421.389,0.0,5110.331730769231,5125.5,189.3187827268025,4601.0,5449.0,848.0,35841.601493158254,4,karakorum,40.84586092600456,41.12137031555176,8.310148963796182,8.926279067993164,60.34856033325195,51.42228126525879,69.05857580048277,0.0,0,77.595,34.821,477225.1153773028,0.3399850600210613,1.7272143960476962,-13.126129,-26.113617,0.6942444,-4.984009,-21.301834,8.5625
520,141,1,DF,5775028.621,-1270725.93,407300.863,3862.859,0.0,5046.945794392524,5082.0,183.61619575115355,4545.0,5406.0,861.0,33714.90734212593,4,karakorum,41.73429250449778,41.79238128662109,8.829960698504419,7.524104118347168,69.67111206054688,62.14700794219971,77.96820593713264,0.0,0,77.591,34.82,549491.2947991288,0.3430105534181675,1.7195801557171424,-13.126129,-26.113617,0.6942444,-4.984009,-21.301834,8.5625
521,142,1,DF,5774992.468,-1271272.92,250470.998,3035.103,0.0,5008.413373860182,5024.0,182.7920886227988,4513.0,5320.0,807.0,33412.94766308512,4,karakorum,44.84860664443042,44.93109130859375,9.806692825364214,6.737489223480225,64.0970687866211,57.35957956314087,96.17122417104996,0.0,0,77.585,34.819,403879.9165302752,0.3416806953693969,1.7229233014460583,-13.126129,-26.113617,0.6942444,-4.984009,-21.301834,8.5625
524,143,1,DF,5777259.34,-1271815.09,312898.42,3586.94,0.0,5220.844282238443,5243.0,201.18267131182955,4690.0,5601.0,911.0,40474.46723616364,4,karakorum,41.931991189645736,42.71139526367188,6.830578290662505,15.406546592712402,55.6689682006836,40.26242160797119,46.65679978486991,0.0,0,77.585,34.796,509589.0203142332,0.3056082048961879,1.8217704812822288,-13.126129,-26.113617,0.6942444,-4.984009,-21.301834,8.5625
527,144,1,DF,5775302.22,-1272408.73,159875.105,2317.715,0.0,4809.823809523809,4825.5,145.57338978693514,4461.0,5091.0,630.0,21191.61181405896,4,karakorum,48.04588457743327,48.87159538269043,9.855545219714006,18.780393600463867,67.04159545898438,48.26120185852051,97.1317715778276,0.0,0,77.575,34.814,251901.6259862171,0.3739991746349018,1.646799945101179,-13.126129,-26.113617,0.6942444,-4.984009,-21.301834,8.5625
531,145,1,DF,5775527.028,-1272953.34,761.31,110.367,0.0,4453.0,4453.0,0.0,4453.0,4453.0,0.0,0.0,4,karakorum,41.57658386230469,41.57658386230469,0.0,41.57658386230469,41.57658386230469,0.0,0.0,0.0,0,77.57,34.81,0.0,0.7854036640781815,1.1363960205275223,-13.126129,-26.113617,0.6942444,-4.984009,-21.301834,8.5625
533,148,1,DF,5775406.059,-1271886.91,154545.935,2483.266,0.0,4912.8029556650245,4935.0,176.82289319476286,4490.0,5234.0,744.0,31266.33555776652,4,karakorum,45.20471926158285,45.82585144042969,7.814189650397028,15.497446060180664,64.2706527709961,48.77320671081543,61.06155989237202,0.0,0,77.58,34.814,292483.74087487324,0.3149350271423458,1.7945918161343248,-13.126129,-26.113617,0.6942444,-4.984009,-21.301834,8.5625
535,150,1,DF,5775580.898,-1271434.61,159875.105,2428.083,0.0,4989.295238095238,4997.5,171.3440940002101,4609.0,5308.0,699.0,29358.798548752835,4,karakorum,43.47678058260963,43.72661209106445,6.362134552773084,16.29191780090332,58.24644088745117,41.95452308654785,40.47675606758917,0.0,0,77.585,34.813,279490.8516894695,0.3407718014737063,1.725219429956274,-13.126129,-26.113617,0.6942444,-4.984009,-21.301834,8.5625
538,151,1,DF,5775713.582,-1270171.64,153023.315,2538.45,0.0,5223.532338308458,5244.0,152.08023608597253,4861.0,5463.0,602.0,23128.398207965143,4,karakorum,38.169236470217726,39.21139144897461,6.143950557366948,7.731131076812744,50.34171295166016,42.61058187484741,37.74812845136964,0.0,0,77.597,34.815,235491.53158714648,0.2984215920990359,1.843575993429466,-13.126129,-26.113617,0.6942444,-4.984009,-21.301834,8.5625
539,154,1,DF,5778341.397,-1266331.3,761.31,110.367,0.0,5200.0,5200.0,0.0,5200.0,5200.0,0.0,0.0,4,karakorum,24.70457649230957,24.70457649230957,0.0,24.70457649230957,24.70457649230957,0.0,0.0,0.0,0,77.639,34.797,0.0,0.7854036640781815,1.1363960205275223,-13.126129,-26.113617,0.6942444,-4.984009,-21.301834,8.5625
543,155,1,DF,5778506.948,-1266331.3,761.31,110.367,0.0,5152.0,5152.0,0.0,5152.0,5152.0,0.0,0.0,4,karakorum,28.105731964111328,28.105731964111328,0.0,28.105731964111328,28.105731964111328,0.0,0.0,0.0,0,77.639,34.795,0.0,0.7854036640781815,1.1363960205275223,-13.126129,-26.113617,0.6942444,-4.984009,-21.301834,8.5625
547,156,1,DF,5778697.055,-1265579.69,152262.005,3145.471,0.0,5463.8,5525.0,133.61358463868848,5136.0,5632.0,496.0,17852.589999999967,4,karakorum,23.631137473583223,23.05261993408203,12.063027744325462,2.320381164550781,53.3702392578125,51.04985809326172,145.51663836036585,0.0,0,77.647,34.795,193542.9911468768,0.1933882294685566,2.2901353320990703,-13.126129,-26.113617,0.6942444,-4.984009,-21.301834,8.5625
549,157,1,DF,5779441.11,-1265022.6,164442.965,3035.103,0.0,5469.490740740741,5495.0,149.75606680163492,5170.0,5721.0,551.0,22426.87954389574,4,karakorum,31.01937707375597,32.67693519592285,9.92699738123413,2.645208120346069,49.73448181152344,47.08927369117737,98.54527700702928,0.0,0,77.654,34.789,223439.1385074804,0.2243253194120518,2.126361098601327,-16.665253,-29.288666,-3.0456238,-8.751678,-24.610733,5.9375
550,158,1,DF,5776738.015,-1272633.87,213166.807,2593.634,0.0,4896.478571428572,4897.0,168.80999326618848,4512.0,5265.0,753.0,28496.8138265306,4,karakorum,40.12396619319916,40.21442604064941,5.410479685384852,13.828063011169434,50.57854843139648,36.75048542022705,29.273290425962173,0.0,0,77.576,34.799,347660.0323164327,0.3982099088549014,1.595953135916378,-13.126129,-26.113617,0.6942444,-4.984009,-21.301834,8.5625
553,159,1,DF,5777010.701,-1272168.81,240573.968,3090.287,0.0,5066.547468354431,5079.0,167.85333305490667,4586.0,5406.0,820.0,28174.74141764142,4,karakorum,39.72249713276006,40.20381164550781,5.479475955456811,6.507637500762939,53.18045425415039,46.67281675338745,30.024656746429333,0.0,0,77.581,34.797,402196.3899430228,0.3165635194361266,1.7899699204062662,-13.126129,-26.113617,0.6942444,-4.984009,-21.301834,8.5625
557,161,1,DF,5784190.868,-1262192.52,761.31,110.367,0.0,4789.0,4789.0,0.0,4789.0,4789.0,0.0,0.0,4,karakorum,23.01055145263672,23.01055145263672,0.0,23.01055145263672,23.01055145263672,0.0,0.0,0.0,0,77.69,34.748,0.0,0.7854036640781815,1.1363960205275223,-13.720184,-26.735168,0.12771606,-5.640503,-21.8322,7.1875
558,162,1,DF,5785377.318,-1263627.3,761.31,110.367,0.0,4713.0,4713.0,0.0,4713.0,4713.0,0.0,0.0,4,karakorum,27.778728485107425,27.778728485107425,0.0,27.778728485107425,27.778728485107425,0.0,0.0,0.0,0,77.679,34.733,0.0,0.7854036640781815,1.1363960205275223,-13.720184,-26.735168,0.12771606,-5.640503,-21.8322,7.1875
560,163,1,DF,5785211.766,-1263241.01,761.31,110.367,0.0,4689.0,4689.0,0.0,4689.0,4689.0,0.0,0.0,4,karakorum,19.31595802307129,19.31595802307129,0.0,19.31595802307129,19.31595802307129,0.0,0.0,0.0,0,77.682,34.735,0.0,0.7854036640781815,1.1363960205275223,-13.720184,-26.735168,0.12771606,-5.640503,-21.8322,7.1875
562,164,1,DF,5784380.205,-1263436.31,331169.861,4414.696,0.0,5303.547126436782,5332.0,240.7225129456509,4693.0,5709.0,1016.0,57947.32823886907,4,karakorum,38.13665028385732,38.16947555541992,8.092776366911037,2.9341139793396,61.812591552734375,58.878477573394775,65.4930293248338,0.0,0,77.679,34.743,584681.1746896047,0.2135300804789523,2.179448613877625,-13.720184,-26.735168,0.12771606,-5.640503,-21.8322,7.1875
564,165,1,DF,5784468.613,-1266519.52,747606.444,5187.267,0.0,5199.155804480652,5242.5,279.1194824818419,4521.0,5703.0,1182.0,77907.68550093123,4,karakorum,43.73356642159813,43.477657318115234,8.398464315968274,4.926449298858643,66.24745178222656,61.32100248336792,70.53420286659245,0.0,0,77.65,34.736,1022007.2922768488,0.3491448937302217,1.7044070358585437,-13.720184,-26.735168,0.12771606,-5.640503,-21.8322,7.1875
565,166,1,DF,5785016.135,-1266772.01,194134.056,2814.368,0.0,4843.870588235294,4858.0,229.26784344279267,4344.0,5344.0,1000.0,52563.74403690889,4,karakorum,47.110894633274455,48.71615982055664,8.36339762944753,21.406349182128903,63.66444778442383,42.25809860229492,69.94641990824856,0.0,0,77.649,34.73,440606.4638654317,0.3079993670763229,1.814685017976039,-8.970703,-22.541962,5.295288,-0.5461731,-17.428818,11.1875
567,167,1,DF,5784887.203,-1267148.3,424049.684,4304.328,0.0,4967.606822262119,4962.0,280.2163145388005,4275.0,5543.0,1268.0,78521.18293370797,4,karakorum,46.09012115451121,47.11904525756836,7.832810313431271,9.600458145141602,63.00638961791992,53.40593147277832,61.35291740619529,0.0,0,77.645,34.73,825710.1544292743,0.2876178871095053,1.877881657635851,-8.970703,-22.541962,5.295288,-0.5461731,-17.428818,11.1875
569,168,1,DF,5785477.127,-1269158.38,360099.642,4028.41,0.0,4743.120507399577,4746.0,261.8370623337764,4119.0,5211.0,1092.0,68558.6472115819,4,karakorum,40.23591280689199,40.93102645874024,6.644348711249545,13.227457046508787,54.82565689086914,41.59819984436035,44.147369796683485,0.0,0,77.627,34.72,655290.6679465899,0.2788465161512765,1.9071882143053245,-8.970703,-22.541962,5.295288,-0.5461731,-17.428818,11.1875
570,169,1,DF,5785656.234,-1269548.55,483431.865,4304.328,0.0,4714.694488188977,4746.0,218.5380225325894,4058.0,5083.0,1025.0,47758.86729245455,4,karakorum,38.5151874654875,39.91014862060547,7.611953275389721,3.47819709777832,54.62900924682617,51.15081214904785,57.9418326667163,0.0,0,77.624,34.717,712674.9631954423,0.327894718046076,1.7587696203048206,-8.970703,-22.541962,5.295288,-0.5461731,-17.428818,11.1875
572,170,1,DF,5785860.175,-1268428.28,1522.62,165.551,0.0,4248.5,4248.5,13.5,4235.0,4262.0,27.0,182.25,4,karakorum,41.47513961791992,41.47513961791992,1.269229888916016,40.20590972900391,42.74436950683594,2.538459777832031,1.610944510917761,0.0,0,77.635,34.718,1053.5606199929834,0.698132373249621,1.2053336387121771,-8.970703,-22.541962,5.295288,-0.5461731,-17.428818,11.1875
573,171,1,DF,5787959.256,-1264763.5,2579318.362,8553.473,0.0,5299.134002361275,5312.0,293.6713526874793,4551.0,5970.0,1419.0,86242.86338929388,4,karakorum,35.17338650637562,35.64085388183594,8.355746057060003,2.320381164550781,58.29791259765625,55.97753143310547,69.8184921700738,0.0,0,77.674,34.705,2278950.385661584,0.4430266342052114,1.5130777592271596,-13.720184,-26.735168,0.12771606,-5.640503,-21.8322,7.1875
574,172,1,DF,5792918.182,-1260459.67,324318.07,3366.205,0.0,5580.164319248826,5594.5,176.7461011360366,5134.0,5889.0,755.0,31239.184266790075,4,karakorum,39.83333910351068,40.11189651489258,6.27931703903988,6.707971096038818,55.37631607055664,48.66834497451782,39.42982247677657,0.0,0,77.725,34.665,429964.42626309214,0.3596664177868095,1.6792920076036513,-13.720184,-26.735168,0.12771606,-5.640503,-21.8322,7.1875
575,173,1,DF,5793599.688,-1260840.52,761.31,110.367,0.0,4999.0,4999.0,0.0,4999.0,4999.0,0.0,0.0,4,karakorum,37.69644546508789,37.69644546508789,0.0,37.69644546508789,37.69644546508789,0.0,0.0,0.0,0,77.722,34.657,0.0,0.7854036640781815,1.1363960205275223,-13.720184,-26.735168,0.12771606,-5.640503,-21.8322,7.1875
576,174,1,DF,5792658.584,-1261817.32,824498.756,5573.553,0.0,5604.43674976916,5647.0,253.89260279819288,4865.0,5998.0,1133.0,64461.45375564093,4,karakorum,39.33213665302661,39.79057312011719,6.582249744896647,6.247871875762939,54.13153839111328,47.88366651535034,43.32601170419198,0.0,0,77.711,34.664,1028785.6839939425,0.3335305335375167,1.743846952171881,-13.720184,-26.735168,0.12771606,-5.640503,-21.8322,7.1875
577,175,1,DF,5792731.07,-1262451.86,539768.807,4138.777,0.0,5462.053596614951,5447.0,231.11104665553768,4936.0,5958.0,1022.0,53412.31588621812,4,karakorum,41.91357086676637,42.21562957763672,7.5223296152567,8.658985137939453,58.56230926513672,49.90332412719727,56.58544284056801,0.0,0,77.705,34.662,750852.7702623118,0.3959803118755782,1.600439896207063,-13.720184,-26.735168,0.12771606,-5.640503,-21.8322,7.1875
579,176,1,DF,5792937.484,-1263516.93,761.31,110.367,0.0,4927.0,4927.0,0.0,4927.0,4927.0,0.0,0.0,4,karakorum,37.090553283691406,37.090553283691406,0.0,37.090553283691406,37.090553283691406,0.0,0.0,0.0,0,77.696,34.658,0.0,0.7854036640781815,1.1363960205275223,-13.720184,-26.735168,0.12771606,-5.640503,-21.8322,7.1875
580,177,0,FF,5791356.746,-1264658.85,6570105.51,14789.23,20962.38,5378.810312862109,5415.0,295.90145835569746,4556.0,5925.0,1369.0,87557.67305702857,4,karakorum,35.19549705883443,35.544708251953125,7.559471469206033,0.820771276950836,60.304718017578125,59.48394674062729,57.14560889374001,0.3190569766055401,1,77.682,34.671,3509050.5144165577,0.3774775102256759,1.6391950155848285,-13.720184,-26.735168,0.12771606,-5.640503,-21.8322,7.1875
584,178,1,DF,5792051.233,-1265756.63,361622.262,3586.94,0.0,5174.477894736842,5194.0,212.79144481167828,4630.0,5586.0,956.0,45280.19898504153,4,karakorum,41.502941627502445,41.85368347167969,6.91211300747481,14.41275119781494,60.8159294128418,46.403178215026855,47.77730622810246,0.0,0,77.673,34.662,574890.9493488587,0.3531968309086347,1.694602202952448,-13.720184,-26.735168,0.12771606,-5.640503,-21.8322,7.1875
586,179,1,DF,5794708.671,-1264336.53,280923.399,3531.756,0.0,5182.444444444444,5195.0,197.0531899023906,4666.0,5567.0,901.0,38829.95965070761,4,karakorum,39.43216556714479,39.84466171264648,6.181360170202447,15.87393856048584,54.3168830871582,38.44294452667236,38.20921355376522,0.0,0,77.692,34.639,477549.8887358252,0.2830195233458788,1.893075644751544,-10.385681,-23.98465,4.0260315,-2.0232544,-18.781525,7.25
588,180,1,DF,5794776.399,-1262378.2,194134.056,2869.552,0.0,5272.2235294117645,5268.0,151.9780719325244,4924.0,5604.0,680.0,23097.33434832756,4,karakorum,37.65349532108681,38.240516662597656,6.112493293950235,12.022849082946776,52.450679779052734,40.42783069610596,37.36257426858658,0.0,0,77.71,34.642,299612.3954284936,0.296267077883535,1.850267279440066,-10.385681,-23.98465,4.0260315,-2.0232544,-18.781525,7.25
589,181,0,FF,5796078.718,-1262894.46,5065318.971,12490.912,0.0,5476.1974752028855,5482.0,250.3547193485429,4830.0,6184.0,1354.0,62677.48550008769,4,karakorum,31.98463834319202,32.80376434326172,11.617723135895371,1.513179063796997,70.4417495727539,68.92857050895691,134.97149086231863,0.0,0,77.708,34.628,3047348.0790086705,0.4079701285617616,1.5767468899975077,-10.385681,-23.98465,4.0260315,-2.0232544,-18.781525,7.25
590,182,1,DF,5794951.688,-1263378.97,761.31,110.367,0.0,4963.0,4963.0,0.0,4963.0,4963.0,0.0,0.0,4,karakorum,24.06987953186035,24.06987953186035,0.0,24.06987953186035,24.06987953186035,0.0,0.0,0.0,0,77.701,34.638,0.0,0.7854036640781815,1.1363960205275223,-10.385681,-23.98465,4.0260315,-2.0232544,-18.781525,7.25
591,16,0,FF,6399106.584,27869.489,20544319.16,26574.733,835696.215,5434.484901127334,5497.0,282.748658925679,4516.0,5927.0,1411.0,79946.80412426998,5,nyanq,27.147245013101376,28.36190223693848,13.070569745648008,0.0,65.35314178466797,65.35314178466797,170.83979347584904,4.067772742876333,1,90.25,29.818,6395476.24859528,0.3655643173215332,1.6656903391452873,-1.8574829,-11.029785,6.6286926,3.6339111,-7.3716125,12.1875
592,18,1,DF,6396312.786,32700.936,1521.183,165.473,0.0,4535.5,4535.5,1.5,4534.0,4537.0,3.0,2.25,5,nyanq,6.387302398681641,6.387302398681641,0.0,6.387302398681641,6.387302398681641,0.0,0.0,0.0,0,90.293,29.847,117.00703824984204,0.6981311977743756,1.20533465344928,-1.8574829,-11.029785,6.6286926,3.6339111,-7.3716125,12.1875
593,20,1,DF,6394562.389,29608.075,4086261.935,16609.215,0.0,5415.399144822458,5462.0,359.7662907797526,4538.0,6134.0,1596.0,129431.78398142148,5,nyanq,31.72085468972742,32.06837844848633,16.00754202982334,0.734476804733276,72.40744018554688,71.6729633808136,256.2414018365607,0.0,0,90.265,29.865,3226234.923408858,0.1861392039502895,2.334303061389185,-0.20129395,-9.341187,8.199097,5.2572937,-5.683716,16.0
594,22,0,FF,6393763.608,29128.024,4985989.517,17787.576,386943.362,5407.818223373457,5489.0,348.81238577839883,4571.0,6057.0,1486.0,121670.08047241851,5,nyanq,28.73647951976239,27.44010162353516,14.735844263889726,0.367253482341766,65.34176635742188,64.97451287508011,217.1451061696117,7.760613227939926,1,90.261,29.874,3318138.34965954,0.198028495384543,2.2631446962987884,-0.20129395,-9.341187,8.199097,5.2572937,-5.683716,16.0
595,23,0,FF,6392826.958,28744.692,4885623.604,14066.295,103109.481,5461.034557907846,5502.0,242.89963870795648,4779.0,6039.0,1260.0,59000.23448445578,5,nyanq,29.15416964004338,30.80720806121826,12.932091813696587,0.821158826351166,61.5654525756836,60.74429374933243,167.2389986778783,2.110467145188617,1,90.258,29.883,2785034.2966847643,0.3102918914411736,1.807968886402528,-0.20129395,-9.341187,8.199097,5.2572937,-5.683716,16.0
597,24,0,FF,6391836.201,28764.592,3625309.726,12068.96,0.0,5484.666387784982,5535.0,257.83955621128405,4758.0,5980.0,1222.0,66481.23674723192,5,nyanq,31.68549477443165,34.3073844909668,10.964547089826874,0.734476804733276,63.76668167114258,63.0322048664093,120.221292885031,0.0,0,90.258,29.894,2326718.076794046,0.3127629381747398,1.800812611885202,-0.20129395,-9.341187,8.199097,5.2572937,-5.683716,16.0
599,25,0,FF,6390969.532,27488.148,7923857.192,19156.6,144036.465,5515.055848261328,5549.0,251.8680152787529,4612.0,5985.0,1373.0,63437.49712045811,5,nyanq,28.24523898619141,29.503368377685547,13.074763853415988,0.0,69.33137512207031,69.33137512207031,170.9494498225933,1.8177569523264567,1,90.246,29.903,3864905.30084474,0.2713373891300545,1.9333983553870728,-4.44339,-13.958801,4.631134,1.2913818,-10.20163,12.3125
600,26,0,FF,6387487.562,28908.847,760.592,110.315,0.0,4653.480345266488,4654.0,0.510111434203635,4653.0,4654.0,1.0,0.260213675305289,5,nyanq,2.211824081545988,2.076448023319244,0.801580655592114,1.161214470863342,3.156081438064575,1.994866967201233,0.642531547419483,0.0,0,90.259,29.939,27.578832462597106,0.7854028602070676,1.1363966020862024,-0.20129395,-9.341187,8.199097,5.2572937,-5.683716,16.0
601,27,0,FF,6401356.559,47512.375,27501198.3,51352.629,0.0,4945.19184181416,4894.0,271.06896298432986,4440.0,5611.0,1171.0,73478.38269339998,5,nyanq,13.834735197766758,11.679235458374023,9.127916129502346,0.0,50.66643524169922,50.66643524169922,83.31885286722907,0.0,0,90.425,29.793,6140909.595336044,0.1310497259742691,2.7820062872423748,-1.3926086,-10.520538,7.044861,4.053192,-6.8614807,12.625
602,33,1,DF,6342360.198,77125.446,568922.513,5074.504,2391.958,5693.942513368984,5737.5,209.9880838485575,5117.0,5967.0,850.0,44094.9953583888,5,nyanq,37.276589401903,39.01116943359375,9.48923100105024,4.473847389221191,60.89326095581055,56.41941356658936,90.04550499129292,0.4204365173364127,1,90.697,30.404,641129.0943659475,0.2776360042362553,1.9113414275043792,-4.2268066,-13.814026,5.132599,1.4665527,-9.943756,11.1875
603,1,0,FF,6356898.556,608173.977,23997425.41,33315.221,3554745.176,4235.586764286393,4256.0,566.3529623173763,2728.0,5540.0,2812.0,320755.67792566743,5,nyanq,34.65678332048129,34.32268142700195,12.890932879645682,0.367253482341766,77.4487075805664,77.08145409822464,166.1761505075301,14.813027294664275,1,95.465,29.956,13775191.390002936,0.2716996740274139,1.9321089267644307,-0.54486084,-12.213928,10.0867,6.061493,-7.1791687,9.6875
604,2,0,FF,6351513.985,595345.739,23314658.76,28820.377,791564.126,4196.907249119144,4276.0,620.3346424988983,2497.0,5607.0,3110.0,384815.068684236,5,nyanq,35.4467003816773,35.54986953735352,12.61695347025356,0.0,75.26875305175781,75.26875305175781,159.1875148705433,3.3951349412758893,1,95.355,30.024,15016714.387395002,0.3527277372184591,1.6957286568692855,-2.1401978,-13.655334,8.263275,4.3843994,-8.692383,8.25
605,3,0,FF,6348906.222,591268.526,36516654.39,36868.97,5516238.57,4223.012184707671,4296.0,603.9740331565026,2466.0,5857.0,3391.0,364784.6327273322,5,nyanq,33.102155222092456,33.22855758666992,12.666969806993992,0.367253482341766,76.4494400024414,76.08218652009964,160.4521240912974,15.106089706593188,1,95.321,30.055,20491477.82246897,0.3375816528434621,1.7333519290375616,-2.385559,-14.037262,8.27121,4.2955933,-9.094452,8.0625
606,4,0,FF,6358235.88,614594.741,20786968.29,29233.555,932569.892,4058.7296011708745,4118.0,591.3476505004325,2676.0,5437.0,2761.0,349692.0437523816,5,nyanq,34.916675512811615,34.96821975708008,12.121864541649224,0.367253482341766,73.4061279296875,73.03887444734573,146.9395999660928,4.486319885563264,1,95.521,29.936,12588152.147866383,0.3056593984593717,1.8216179146867184,-0.3414917,-11.7734375,9.902466,6.049286,-6.7599792,9.9375
607,5,1,DF,6355857.407,620827.655,7605.916,551.577,0.0,3504.6,3503.0,24.65441136997596,3464.0,3546.0,82.0,607.8399999999999,5,nyanq,25.12931156158448,24.758031845092773,3.802195687659889,16.450382232666016,30.50745010375977,14.05706787109375,14.456692047259455,0.0,0,95.579,29.954,7151.37603430277,0.3141587005929999,1.7968077815744157,0.70166016,-11.073486,11.519775,7.3628845,-5.9874573,9.9375
609,7,1,DF,6356185.341,620908.765,25085071.39,41368.238,1477503.49,3978.190139777448,3993.0,506.3367895400811,2755.0,5237.0,2482.0,256376.9444417564,5,nyanq,36.91667536449297,38.52201843261719,13.44387488327483,0.0,71.32476806640625,71.32476806640625,180.73777187714785,5.889971238387614,1,95.579,29.951,12431096.78691025,0.1842006501079824,2.3465541813439508,0.70166016,-11.073486,11.519775,7.3628845,-5.9874573,9.9375
611,8,0,FF,6350994.215,634325.638,81511080.04,60011.523,6036917.669,4067.9834185577774,4085.0,570.0935191136423,2737.0,6050.0,3313.0,325006.62053537683,5,nyanq,33.002606326397135,33.64931106567383,11.7828232087036,0.0,75.62557220458984,75.62557220458984,138.8349227675642,7.406254052869251,1,95.704,29.991,29910919.2047914,0.284418089232602,1.88841550904386,-0.89645386,-12.767029,10.099426,5.8487854,-7.670288,9.1875
612,9,0,FF,6360040.042,620745.688,3880538.317,11803.737,0.0,3790.53547628381,3815.0,442.8151777770232,2714.0,4909.0,2195.0,196085.28166969665,5,nyanq,40.71397998607752,41.75050735473633,11.439253920223216,2.202465772628784,69.24633026123047,67.04386448860168,130.8565302513422,0.0,0,95.574,29.911,4323948.499319104,0.3499957665918657,1.7023339876713643,0.88790894,-10.779236,11.372162,7.3952026,-5.646179,10.25
613,10,0,FF,6366438.764,631366.971,29619718.48,33646.167,455124.79,4177.861130370028,4153.0,513.2677968832478,2920.0,5708.0,2788.0,263443.8313173829,5,nyanq,32.59186804637432,33.15673828125,12.828227084965595,0.0,73.04908752441406,73.04908752441406,164.56341014344488,1.536560147616906,1,95.664,29.834,15173411.384418637,0.3287907554970476,1.7563714406366298,0.03201294,-11.476593,10.353729,6.4281006,-6.390991,10.125
614,11,1,DF,6365991.436,632267.992,641939.306,4909.031,0.0,4336.924170616114,4332.5,239.3957864941167,3819.0,4818.0,999.0,57310.34259113671,5,nyanq,36.543405906849,37.08771514892578,8.414003518586462,2.076618194580078,57.325626373291016,55.24900817871094,70.79545521078536,0.0,0,95.672,29.837,800409.9382986858,0.334743600545867,1.7406843477660348,0.03201294,-11.476593,10.353729,6.4281006,-6.390991,10.125
615,12,1,DF,6367102.648,634360.597,3412013.895,10866.057,0.0,4370.851983950067,4355.0,398.3006137250433,3443.0,5372.0,1929.0,158643.37889374615,5,nyanq,37.72910731767789,38.10707092285156,10.615996953777112,2.64645528793335,69.72200012207031,67.07554483413696,112.69939132260497,0.0,0,95.69,29.824,3563178.861054367,0.3631421808253958,1.6712361341538733,0.03201294,-11.476593,10.353729,6.4281006,-6.390991,10.125
616,13,1,DF,6366209.821,635406.379,1610932.998,7832.386,0.0,4149.78045325779,4164.0,341.2105324233437,3345.0,4802.0,1457.0,116424.62743662173,5,nyanq,36.25007858154794,36.64265823364258,8.812247769578057,3.68580961227417,61.25419616699219,57.56838655471802,77.65571075243344,0.0,0,95.7,29.832,1849261.340068326,0.3299887823381132,1.753180281532524,0.03201294,-11.476593,10.353729,6.4281006,-6.390991,10.125
617,14,1,DF,6370215.7,637532.115,918034.055,5736.396,0.0,4635.673570836785,4642.0,258.4818518977465,3944.0,5272.0,1328.0,66812.86776048855,5,nyanq,39.30225554130842,39.491458892822266,10.615900678363566,1.323933720588684,67.57744598388672,66.25351226329803,112.69734721288002,0.0,0,95.715,29.788,1272411.1642284188,0.3505826401980275,1.7009085415351484,0.03201294,-11.476593,10.353729,6.4281006,-6.390991,10.125
618,15,0,FF,6369753.256,643396.543,11165484.61,22118.218,2473319.93,4012.4363760217984,3936.0,608.9759036820266,2878.0,5636.0,2758.0,370851.6512653409,5,nyanq,34.716085840692635,36.45512771606445,14.091753468964946,0.519367754459381,71.64022064208984,71.12085288763046,198.5775158300856,22.15147856444003,1,95.768,29.787,9215800.197323076,0.286805300200238,1.8805400163573929,-0.4569702,-12.184174,10.325623,6.1516113,-7.093292,9.625
